nct_id,drug_mesh,cond_mesh,mesh_type
NCT02163434,Gabapentin,"Signs and Symptoms, Digestive",mesh-ancestor
NCT02160301,Gabapentin,"Pain, Postoperative",mesh-list
NCT02160301,Gabapentin,Postoperative Complications,mesh-ancestor
NCT02160301,Gabapentin,Pathologic Processes,mesh-ancestor
NCT02160301,Gabapentin,Pain,mesh-ancestor
NCT02160301,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT02127853,Gabapentin,Hyperalgesia,mesh-list
NCT02127853,Gabapentin,Cataract,mesh-list
NCT02127853,Gabapentin,Lens Diseases,mesh-ancestor
NCT02127853,Gabapentin,Eye Diseases,mesh-ancestor
NCT02127853,Gabapentin,Somatosensory Disorders,mesh-ancestor
NCT02127853,Gabapentin,Sensation Disorders,mesh-ancestor
NCT02127853,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT02127853,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT02099006,Gabapentin,,
NCT02076893,Gabapentin,,
NCT02056899,Gabapentin,Premature Birth,mesh-list
NCT02056899,Gabapentin,"Obstetric Labor, Premature",mesh-list
NCT02056899,Gabapentin,Obstetric Labor Complications,mesh-ancestor
NCT02056899,Gabapentin,Pregnancy Complications,mesh-ancestor
NCT02040532,Gabapentin,Hot Flashes,mesh-list
NCT01981941,Gabapentin,Psychomotor Agitation,mesh-list
NCT01981941,Gabapentin,Restless Legs Syndrome,mesh-list
NCT01981941,Gabapentin,Syndrome,mesh-list
NCT01981941,Gabapentin,Disease,mesh-ancestor
NCT01981941,Gabapentin,Pathologic Processes,mesh-ancestor
NCT01981941,Gabapentin,Dyskinesias,mesh-ancestor
NCT01981941,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01981941,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01981941,Gabapentin,Psychomotor Disorders,mesh-ancestor
NCT01981941,Gabapentin,Neurobehavioral Manifestations,mesh-ancestor
NCT01981941,Gabapentin,"Sleep Disorders, Intrinsic",mesh-ancestor
NCT01981941,Gabapentin,Dyssomnias,mesh-ancestor
NCT01981941,Gabapentin,Sleep Wake Disorders,mesh-ancestor
NCT01981941,Gabapentin,Parasomnias,mesh-ancestor
NCT01981941,Gabapentin,Mental Disorders,mesh-ancestor
NCT01977937,Gabapentin,"Pain, Postoperative",mesh-list
NCT01977937,Gabapentin,Postoperative Complications,mesh-ancestor
NCT01977937,Gabapentin,Pathologic Processes,mesh-ancestor
NCT01977937,Gabapentin,Pain,mesh-ancestor
NCT01977937,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01954927,Gabapentin,"Anemia, Sickle Cell",mesh-list
NCT01954927,Gabapentin,"Anemia, Hemolytic, Congenital",mesh-ancestor
NCT01954927,Gabapentin,"Anemia, Hemolytic",mesh-ancestor
NCT01954927,Gabapentin,Anemia,mesh-ancestor
NCT01954927,Gabapentin,Hematologic Diseases,mesh-ancestor
NCT01954927,Gabapentin,Hemoglobinopathies,mesh-ancestor
NCT01954927,Gabapentin,"Genetic Diseases, Inborn",mesh-ancestor
NCT01893632,Gabapentin,,
NCT01888497,Gabapentin,,
NCT01821235,Gabapentin,Neuralgia,mesh-list
NCT01821235,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01821235,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT01821235,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT01821235,Gabapentin,Pain,mesh-ancestor
NCT01821235,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01744444,Gabapentin,Multiple Sclerosis,mesh-list
NCT01744444,Gabapentin,"Nystagmus, Pathologic",mesh-list
NCT01744444,Gabapentin,Sclerosis,mesh-list
NCT01744444,Gabapentin,Pathologic Processes,mesh-ancestor
NCT01744444,Gabapentin,"Demyelinating Autoimmune Diseases, CNS",mesh-ancestor
NCT01744444,Gabapentin,Autoimmune Diseases of the Nervous System,mesh-ancestor
NCT01744444,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01744444,Gabapentin,Demyelinating Diseases,mesh-ancestor
NCT01744444,Gabapentin,Autoimmune Diseases,mesh-ancestor
NCT01744444,Gabapentin,Immune System Diseases,mesh-ancestor
NCT01744444,Gabapentin,Ocular Motility Disorders,mesh-ancestor
NCT01744444,Gabapentin,Cranial Nerve Diseases,mesh-ancestor
NCT01744444,Gabapentin,Eye Diseases,mesh-ancestor
NCT01632215,Gabapentin,Carpal Tunnel Syndrome,mesh-list
NCT01632215,Gabapentin,Syndrome,mesh-list
NCT01632215,Gabapentin,Disease,mesh-ancestor
NCT01632215,Gabapentin,Pathologic Processes,mesh-ancestor
NCT01632215,Gabapentin,Median Neuropathy,mesh-ancestor
NCT01632215,Gabapentin,Mononeuropathies,mesh-ancestor
NCT01632215,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT01632215,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT01632215,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01632215,Gabapentin,Nerve Compression Syndromes,mesh-ancestor
NCT01632215,Gabapentin,Cumulative Trauma Disorders,mesh-ancestor
NCT01632215,Gabapentin,Sprains and Strains,mesh-ancestor
NCT01632215,Gabapentin,Wounds and Injuries,mesh-ancestor
NCT01623271,Gabapentin,Complex Regional Pain Syndromes,mesh-list
NCT01623271,Gabapentin,Reflex Sympathetic Dystrophy,mesh-list
NCT01623271,Gabapentin,Syndrome,mesh-list
NCT01623271,Gabapentin,Somatoform Disorders,mesh-list
NCT01623271,Gabapentin,Disease,mesh-ancestor
NCT01623271,Gabapentin,Pathologic Processes,mesh-ancestor
NCT01623271,Gabapentin,Mental Disorders,mesh-ancestor
NCT01623271,Gabapentin,Autonomic Nervous System Diseases,mesh-ancestor
NCT01623271,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01623271,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT01623271,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT01573052,Gabapentin,,
NCT01533753,Gabapentin,Prostatic Neoplasms,mesh-list
NCT01533753,Gabapentin,Hot Flashes,mesh-list
NCT01533753,Gabapentin,"Genital Neoplasms, Male",mesh-ancestor
NCT01533753,Gabapentin,Urogenital Neoplasms,mesh-ancestor
NCT01533753,Gabapentin,Neoplasms by Site,mesh-ancestor
NCT01533753,Gabapentin,Neoplasms,mesh-ancestor
NCT01533753,Gabapentin,Prostatic Diseases,mesh-ancestor
NCT01506453,Gabapentin,Leukemia,mesh-list
NCT01506453,Gabapentin,Precursor Cell Lymphoblastic Leukemia-Lymphoma,mesh-list
NCT01506453,Gabapentin,"Leukemia, Lymphoid",mesh-list
NCT01506453,Gabapentin,Neuralgia,mesh-list
NCT01506453,Gabapentin,Neoplasms by Histologic Type,mesh-ancestor
NCT01506453,Gabapentin,Neoplasms,mesh-ancestor
NCT01506453,Gabapentin,Lymphoproliferative Disorders,mesh-ancestor
NCT01506453,Gabapentin,Lymphatic Diseases,mesh-ancestor
NCT01506453,Gabapentin,Immunoproliferative Disorders,mesh-ancestor
NCT01506453,Gabapentin,Immune System Diseases,mesh-ancestor
NCT01506453,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT01506453,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT01506453,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01506453,Gabapentin,Pain,mesh-ancestor
NCT01506453,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01486706,Gabapentin,"Urinary Bladder, Overactive",mesh-list
NCT01486706,Gabapentin,Nocturia,mesh-list
NCT01486706,Gabapentin,Urinary Bladder Diseases,mesh-ancestor
NCT01486706,Gabapentin,Urologic Diseases,mesh-ancestor
NCT01486706,Gabapentin,Lower Urinary Tract Symptoms,mesh-ancestor
NCT01486706,Gabapentin,Urological Manifestations,mesh-ancestor
NCT01441401,Gabapentin,Epilepsy,mesh-list
NCT01441401,Gabapentin,"Epilepsies, Partial",mesh-list
NCT01441401,Gabapentin,Brain Diseases,mesh-ancestor
NCT01441401,Gabapentin,Central Nervous System Diseases,mesh-ancestor
NCT01441401,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01411124,Gabapentin,Psychomotor Agitation,mesh-list
NCT01411124,Gabapentin,Restless Legs Syndrome,mesh-list
NCT01411124,Gabapentin,Dyskinesias,mesh-ancestor
NCT01411124,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01411124,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01411124,Gabapentin,Psychomotor Disorders,mesh-ancestor
NCT01411124,Gabapentin,Neurobehavioral Manifestations,mesh-ancestor
NCT01411124,Gabapentin,"Sleep Disorders, Intrinsic",mesh-ancestor
NCT01411124,Gabapentin,Dyssomnias,mesh-ancestor
NCT01411124,Gabapentin,Sleep Wake Disorders,mesh-ancestor
NCT01411124,Gabapentin,Parasomnias,mesh-ancestor
NCT01411124,Gabapentin,Mental Disorders,mesh-ancestor
NCT01236053,Gabapentin,Pancreatic Neoplasms,mesh-list
NCT01236053,Gabapentin,Urinary Bladder Neoplasms,mesh-list
NCT01236053,Gabapentin,"Carcinoma, Renal Cell",mesh-list
NCT01236053,Gabapentin,Anus Neoplasms,mesh-list
NCT01236053,Gabapentin,Kidney Neoplasms,mesh-list
NCT01236053,Gabapentin,Stomach Neoplasms,mesh-list
NCT01236053,Gabapentin,Pelvic Neoplasms,mesh-list
NCT01236053,Gabapentin,Nervous System Neoplasms,mesh-list
NCT01236053,Gabapentin,Penile Neoplasms,mesh-list
NCT01236053,Gabapentin,Pancreatitis,mesh-list
NCT01236053,Gabapentin,"Pancreatitis, Chronic",mesh-list
NCT01236053,Gabapentin,Neuralgia,mesh-list
NCT01236053,Gabapentin,Carcinoma,mesh-ancestor
NCT01236053,Gabapentin,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT01236053,Gabapentin,Neoplasms by Histologic Type,mesh-ancestor
NCT01236053,Gabapentin,Neoplasms,mesh-ancestor
NCT01236053,Gabapentin,Neoplasms by Site,mesh-ancestor
NCT01236053,Gabapentin,Digestive System Neoplasms,mesh-ancestor
NCT01236053,Gabapentin,Endocrine Gland Neoplasms,mesh-ancestor
NCT01236053,Gabapentin,Digestive System Diseases,mesh-ancestor
NCT01236053,Gabapentin,Pancreatic Diseases,mesh-ancestor
NCT01236053,Gabapentin,Endocrine System Diseases,mesh-ancestor
NCT01236053,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01236053,Gabapentin,Urologic Neoplasms,mesh-ancestor
NCT01236053,Gabapentin,Urogenital Neoplasms,mesh-ancestor
NCT01236053,Gabapentin,Urinary Bladder Diseases,mesh-ancestor
NCT01236053,Gabapentin,Urologic Diseases,mesh-ancestor
NCT01236053,Gabapentin,Adenocarcinoma,mesh-ancestor
NCT01236053,Gabapentin,Kidney Diseases,mesh-ancestor
NCT01236053,Gabapentin,Rectal Neoplasms,mesh-ancestor
NCT01236053,Gabapentin,Colorectal Neoplasms,mesh-ancestor
NCT01236053,Gabapentin,Intestinal Neoplasms,mesh-ancestor
NCT01236053,Gabapentin,Gastrointestinal Neoplasms,mesh-ancestor
NCT01236053,Gabapentin,Gastrointestinal Diseases,mesh-ancestor
NCT01236053,Gabapentin,Intestinal Diseases,mesh-ancestor
NCT01236053,Gabapentin,Anus Diseases,mesh-ancestor
NCT01236053,Gabapentin,Rectal Diseases,mesh-ancestor
NCT01236053,Gabapentin,Stomach Diseases,mesh-ancestor
NCT01236053,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT01236053,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT01236053,Gabapentin,Pain,mesh-ancestor
NCT01236053,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01236053,Gabapentin,"Genital Neoplasms, Male",mesh-ancestor
NCT01236053,Gabapentin,Penile Diseases,mesh-ancestor
NCT01144923,Gabapentin,Radiculopathy,mesh-list
NCT01144923,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT01144923,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT01144923,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01141049,Gabapentin,Alcoholism,mesh-list
NCT01141049,Gabapentin,Alcohol-Related Disorders,mesh-ancestor
NCT01141049,Gabapentin,Substance-Related Disorders,mesh-ancestor
NCT01141049,Gabapentin,Chemically-Induced Disorders,mesh-ancestor
NCT01141049,Gabapentin,Mental Disorders,mesh-ancestor
NCT01127100,Gabapentin,Spinal Stenosis,mesh-list
NCT01127100,Gabapentin,Neuralgia,mesh-list
NCT01127100,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT01127100,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT01127100,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01127100,Gabapentin,Pain,mesh-ancestor
NCT01127100,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01127100,Gabapentin,Spinal Diseases,mesh-ancestor
NCT01127100,Gabapentin,Bone Diseases,mesh-ancestor
NCT01127100,Gabapentin,Musculoskeletal Diseases,mesh-ancestor
NCT01116583,Gabapentin,"Pain, Postoperative",mesh-list
NCT01116583,Gabapentin,Postoperative Complications,mesh-ancestor
NCT01116583,Gabapentin,Pathologic Processes,mesh-ancestor
NCT01116583,Gabapentin,Pain,mesh-ancestor
NCT01116583,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT01112878,Gabapentin,,
NCT01107574,Gabapentin,Fibromyalgia,mesh-list
NCT01107574,Gabapentin,Myofascial Pain Syndromes,mesh-list
NCT01107574,Gabapentin,Muscular Diseases,mesh-ancestor
NCT01107574,Gabapentin,Musculoskeletal Diseases,mesh-ancestor
NCT01107574,Gabapentin,Rheumatic Diseases,mesh-ancestor
NCT01107574,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT01107574,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01080300,Gabapentin,Hot Flashes,mesh-list
NCT01067144,Gabapentin,,
NCT01052896,Gabapentin,Dyspepsia,mesh-list
NCT01052896,Gabapentin,"Signs and Symptoms, Digestive",mesh-ancestor
NCT01014533,Gabapentin,Sleep Initiation and Maintenance Disorders,mesh-list
NCT01014533,Gabapentin,Dyssomnias,mesh-list
NCT01014533,Gabapentin,Parasomnias,mesh-list
NCT01014533,Gabapentin,Alcoholism,mesh-list
NCT01014533,Gabapentin,"Sleep Disorders, Intrinsic",mesh-ancestor
NCT01014533,Gabapentin,Sleep Wake Disorders,mesh-ancestor
NCT01014533,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT01014533,Gabapentin,Mental Disorders,mesh-ancestor
NCT01014533,Gabapentin,Alcohol-Related Disorders,mesh-ancestor
NCT01014533,Gabapentin,Substance-Related Disorders,mesh-ancestor
NCT01014533,Gabapentin,Chemically-Induced Disorders,mesh-ancestor
NCT01005108,Gabapentin,Hot Flashes,mesh-list
NCT00982800,Gabapentin,,
NCT00974376,Gabapentin,Marijuana Abuse,mesh-list
NCT00974376,Gabapentin,Cognition Disorders,mesh-list
NCT00974376,Gabapentin,Cognitive Dysfunction,mesh-list
NCT00974376,Gabapentin,Substance-Related Disorders,mesh-ancestor
NCT00974376,Gabapentin,Chemically-Induced Disorders,mesh-ancestor
NCT00974376,Gabapentin,Mental Disorders,mesh-ancestor
NCT00974376,Gabapentin,Neurocognitive Disorders,mesh-ancestor
NCT00889148,Gabapentin,"Pain, Postoperative",mesh-list
NCT00889148,Gabapentin,Postoperative Complications,mesh-ancestor
NCT00889148,Gabapentin,Pathologic Processes,mesh-ancestor
NCT00889148,Gabapentin,Pain,mesh-ancestor
NCT00889148,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT00886236,Gabapentin,"Obesity, Morbid",mesh-list
NCT00886236,Gabapentin,"Pain, Postoperative",mesh-list
NCT00886236,Gabapentin,Nausea,mesh-list
NCT00886236,Gabapentin,Vomiting,mesh-list
NCT00886236,Gabapentin,Postoperative Nausea and Vomiting,mesh-list
NCT00886236,Gabapentin,Postoperative Complications,mesh-ancestor
NCT00886236,Gabapentin,Pathologic Processes,mesh-ancestor
NCT00886236,Gabapentin,Pain,mesh-ancestor
NCT00886236,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT00886236,Gabapentin,"Signs and Symptoms, Digestive",mesh-ancestor
NCT00886236,Gabapentin,Obesity,mesh-ancestor
NCT00886236,Gabapentin,Overnutrition,mesh-ancestor
NCT00886236,Gabapentin,Nutrition Disorders,mesh-ancestor
NCT00886236,Gabapentin,Overweight,mesh-ancestor
NCT00886236,Gabapentin,Body Weight,mesh-ancestor
NCT00865059,Gabapentin,,
NCT00864305,Gabapentin,,
NCT00865423,Gabapentin,,
NCT00793910,Gabapentin,"Pain, Postoperative",mesh-list
NCT00793910,Gabapentin,Postoperative Complications,mesh-ancestor
NCT00793910,Gabapentin,Pathologic Processes,mesh-ancestor
NCT00793910,Gabapentin,Pain,mesh-ancestor
NCT00793910,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT00778271,Gabapentin,Disease,mesh-list
NCT00778271,Gabapentin,Pathologic Processes,mesh-ancestor
NCT00778401,Gabapentin,Disease,mesh-list
NCT00778401,Gabapentin,Pathologic Processes,mesh-ancestor
NCT00778765,Gabapentin,Disease,mesh-list
NCT00778765,Gabapentin,Pathologic Processes,mesh-ancestor
NCT00778232,Gabapentin,Disease,mesh-list
NCT00778232,Gabapentin,Pathologic Processes,mesh-ancestor
NCT00755417,Gabapentin,Hot Flashes,mesh-list
NCT00755508,Gabapentin,Sleep Initiation and Maintenance Disorders,mesh-list
NCT00755508,Gabapentin,"Sleep Disorders, Intrinsic",mesh-ancestor
NCT00755508,Gabapentin,Dyssomnias,mesh-ancestor
NCT00755508,Gabapentin,Sleep Wake Disorders,mesh-ancestor
NCT00755508,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT00755508,Gabapentin,Mental Disorders,mesh-ancestor
NCT00726999,Gabapentin,"Pain, Postoperative",mesh-list
NCT00726999,Gabapentin,Postoperative Complications,mesh-ancestor
NCT00726999,Gabapentin,Pathologic Processes,mesh-ancestor
NCT00726999,Gabapentin,Pain,mesh-ancestor
NCT00726999,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT00684112,Gabapentin,Scoliosis,mesh-list
NCT00684112,Gabapentin,Spinal Curvatures,mesh-ancestor
NCT00684112,Gabapentin,Spinal Diseases,mesh-ancestor
NCT00684112,Gabapentin,Bone Diseases,mesh-ancestor
NCT00684112,Gabapentin,Musculoskeletal Diseases,mesh-ancestor
NCT00666575,Gabapentin,Sleep Initiation and Maintenance Disorders,mesh-list
NCT00666575,Gabapentin,"Sleep Disorders, Intrinsic",mesh-ancestor
NCT00666575,Gabapentin,Dyssomnias,mesh-ancestor
NCT00666575,Gabapentin,Sleep Wake Disorders,mesh-ancestor
NCT00666575,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT00666575,Gabapentin,Mental Disorders,mesh-ancestor
NCT00666796,Gabapentin,Sleep Initiation and Maintenance Disorders,mesh-list
NCT00666796,Gabapentin,"Sleep Disorders, Intrinsic",mesh-ancestor
NCT00666796,Gabapentin,Dyssomnias,mesh-ancestor
NCT00666796,Gabapentin,Sleep Wake Disorders,mesh-ancestor
NCT00666796,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT00666796,Gabapentin,Mental Disorders,mesh-ancestor
NCT00667108,Gabapentin,Sleep Initiation and Maintenance Disorders,mesh-list
NCT00667108,Gabapentin,"Sleep Disorders, Intrinsic",mesh-ancestor
NCT00667108,Gabapentin,Dyssomnias,mesh-ancestor
NCT00667108,Gabapentin,Sleep Wake Disorders,mesh-ancestor
NCT00667108,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT00667108,Gabapentin,Mental Disorders,mesh-ancestor
NCT00667121,Gabapentin,Breast Neoplasms,mesh-list
NCT00667121,Gabapentin,Hot Flashes,mesh-list
NCT00667121,Gabapentin,Depression,mesh-list
NCT00667121,Gabapentin,Neoplasms by Site,mesh-ancestor
NCT00667121,Gabapentin,Neoplasms,mesh-ancestor
NCT00667121,Gabapentin,Breast Diseases,mesh-ancestor
NCT00667121,Gabapentin,Skin Diseases,mesh-ancestor
NCT00667121,Gabapentin,Behavioral Symptoms,mesh-ancestor
NCT00666770,Gabapentin,Sleep Initiation and Maintenance Disorders,mesh-list
NCT00666770,Gabapentin,"Sleep Disorders, Intrinsic",mesh-ancestor
NCT00666770,Gabapentin,Dyssomnias,mesh-ancestor
NCT00666770,Gabapentin,Sleep Wake Disorders,mesh-ancestor
NCT00666770,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT00666770,Gabapentin,Mental Disorders,mesh-ancestor
